
   WARN  Unable to respect the `PHP_CLI_SERVER_WORKERS` environment variable without the `--no-reload` flag. Only creating a single server.  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-07-13 06:24:20 /api/v1/public/cms/pages/home ...................................................... ~ 509.08ms
  2026-07-13 06:24:22 /api/v1/public/business-units ...................................................... ~ 504.43ms
  2026-07-13 06:24:22 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:24:22 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:24:28 /api/v1/auth/login ................................................................. ~ 532.45ms
  2026-07-13 06:24:28 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:24:33 /api/v1/public/cms/menus/main ...................................................... ~ 503.52ms
  2026-07-13 06:24:33 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:24:34 /api/v1/public/cms/pages/home ...................................................... ~ 516.14ms
  2026-07-13 06:24:37 /api/v1/public/business-units ...................................................... ~ 523.43ms
  2026-07-13 06:24:37 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:24:37 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:24:42 /api/v1/auth/login ................................................................... ~ 0.84ms
  2026-07-13 06:24:43 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:24:46 /api/v1/public/cms/menus/main ...................................................... ~ 538.12ms
  2026-07-13 06:24:46 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:24:47 /api/v1/public/cms/pages/home ...................................................... ~ 532.83ms
  2026-07-13 06:24:51 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:24:51 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:24:51 /api/v1/public/cms/menus/main ............................................................ ~ 2s
  2026-07-13 06:24:57 /api/v1/auth/login ................................................................... ~ 0.88ms
  2026-07-13 06:24:57 /api/v1/auth/login ................................................................. ~ 513.35ms
  2026-07-13 06:25:01 /api/v1/public/cms/menus/main ...................................................... ~ 527.37ms
  2026-07-13 06:25:01 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:25:02 /api/v1/public/cms/pages/home ...................................................... ~ 519.22ms
  2026-07-13 06:25:04 /api/v1/public/business-units/dates .................................................. ~ 1.25ms
  2026-07-13 06:25:05 /api/v1/public/business-units ...................................................... ~ 503.53ms
  2026-07-13 06:25:05 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:25:05 /api/v1/public/cms/menus/main ...................................................... ~ 577.88ms
  2026-07-13 06:25:05 /api/v1/public/cms/business-units/dates/page ....................................... ~ 510.44ms
  2026-07-13 06:25:06 /api/v1/public/dates/products ...................................................... ~ 512.76ms
  2026-07-13 06:25:07 /api/v1/public/dates/collections ..................................................... ~ 0.92ms
  2026-07-13 06:25:09 /api/v1/auth/login ................................................................. ~ 511.88ms
  2026-07-13 06:25:09 /api/v1/auth/login ................................................................. ~ 507.32ms
  2026-07-13 06:25:13 /api/v1/public/cms/menus/main ........................................................ ~ 1.44ms
  2026-07-13 06:25:13 /api/v1/public/business-units ...................................................... ~ 517.74ms
  2026-07-13 06:25:14 /api/v1/public/cms/pages/home ...................................................... ~ 547.77ms
  2026-07-13 06:25:16 /api/v1/public/business-units ...................................................... ~ 501.33ms
  2026-07-13 06:25:16 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:25:16 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:26:06 /api/v1/public/cms/menus/main ...................................................... ~ 502.50ms
  2026-07-13 06:26:06 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:26:06 /api/v1/public/cms/pages/home ........................................................ ~ 0.69ms
  2026-07-13 06:26:09 /api/v1/public/cms/menus/main ...................................................... ~ 525.19ms
  2026-07-13 06:26:09 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:26:10 /api/v1/public/cms/pages/home ............................................................ ~ 1s
  2026-07-13 06:26:14 /api/v1/public/cms/menus/main ...................................................... ~ 535.49ms
  2026-07-13 06:26:14 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:26:15 /api/v1/public/cms/pages/home ...................................................... ~ 536.87ms
  2026-07-13 06:26:19 /api/v1/public/business-units ...................................................... ~ 514.29ms
  2026-07-13 06:26:19 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:26:19 /api/v1/public/cms/menus/main ............................................................ ~ 2s
  2026-07-13 06:26:24 /api/v1/public/business-units ............................................................ ~ 2s
  2026-07-13 06:26:24 /api/v1/public/cms/pages/business-units .................................................. ~ 2s
  2026-07-13 06:26:24 /api/v1/public/cms/menus/main ............................................................ ~ 3s
  2026-07-13 06:26:29 /api/v1/public/business-units/oils ................................................. ~ 706.28ms
  2026-07-13 06:26:29 /api/v1/public/cms/business-units/oils/page ........................................ ~ 513.95ms
  2026-07-13 06:26:30 /api/v1/public/oils/products ....................................................... ~ 519.84ms
  2026-07-13 06:26:31 /api/v1/public/oils/collections .......................................................... ~ 1s
  2026-07-13 06:26:33 /api/v1/public/business-units/dates ................................................ ~ 523.42ms
  2026-07-13 06:26:34 /api/v1/public/cms/business-units/dates/page ............................................. ~ 1s
  2026-07-13 06:26:34 /api/v1/public/dates/products ...................................................... ~ 531.11ms
  2026-07-13 06:26:35 /api/v1/public/dates/collections ................................................... ~ 552.65ms
  2026-07-13 06:26:37 /api/v1/public/business-units/real-estate .......................................... ~ 516.57ms
  2026-07-13 06:26:38 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 546.89ms
  2026-07-13 06:26:40 /api/v1/public/business-units/import-export ........................................ ~ 530.76ms
  2026-07-13 06:26:40 /api/v1/public/cms/business-units/import-export/page ............................... ~ 561.74ms
  2026-07-13 06:26:44 /api/v1/auth/login ................................................................. ~ 527.78ms
  2026-07-13 06:26:44 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:26:48 /api/v1/auth/login ................................................................. ~ 534.19ms
  2026-07-13 06:26:49 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:27:11 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:30:23 /api/v1/public/cms/menus/main ...................................................... ~ 512.21ms
  2026-07-13 06:30:23 /api/v1/public/business-units ...................................................... ~ 516.30ms
  2026-07-13 06:30:24 /api/v1/public/cms/pages/home ...................................................... ~ 509.54ms
  2026-07-13 06:30:27 /api/v1/public/cms/menus/main ...................................................... ~ 504.85ms
  2026-07-13 06:30:27 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:30:27 /api/v1/public/cms/pages/home ...................................................... ~ 519.10ms
  2026-07-13 06:30:30 /api/v1/public/cms/menus/main ...................................................... ~ 505.61ms
  2026-07-13 06:30:30 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:30:30 /api/v1/public/cms/pages/home ...................................................... ~ 516.84ms
  2026-07-13 06:30:32 /api/v1/public/business-units ...................................................... ~ 517.41ms
  2026-07-13 06:30:32 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:30:32 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:30:36 /api/v1/public/business-units ...................................................... ~ 519.66ms
  2026-07-13 06:30:36 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:30:36 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:30:38 /api/v1/public/business-units/oils ................................................. ~ 512.07ms
  2026-07-13 06:30:39 /api/v1/public/cms/business-units/oils/page ........................................ ~ 527.58ms
  2026-07-13 06:30:40 /api/v1/public/oils/products ....................................................... ~ 546.05ms
  2026-07-13 06:30:40 /api/v1/public/oils/collections .................................................... ~ 514.11ms
  2026-07-13 06:30:42 /api/v1/public/business-units/dates ................................................ ~ 565.85ms
  2026-07-13 06:30:43 /api/v1/public/cms/business-units/dates/page ....................................... ~ 536.54ms
  2026-07-13 06:30:43 /api/v1/public/dates/products ...................................................... ~ 552.67ms
  2026-07-13 06:30:44 /api/v1/public/dates/collections ..................................................... ~ 1.44ms
  2026-07-13 06:30:46 /api/v1/public/business-units/real-estate .......................................... ~ 517.32ms
  2026-07-13 06:30:46 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 520.64ms
  2026-07-13 06:30:48 /api/v1/public/business-units/import-export ........................................ ~ 516.42ms
  2026-07-13 06:30:49 /api/v1/public/cms/business-units/import-export/page ............................... ~ 517.03ms
  2026-07-13 06:30:51 /api/v1/auth/me .................................................................... ~ 519.61ms
  2026-07-13 06:30:53 /api/v1/auth/me .................................................................... ~ 516.47ms
  2026-07-13 06:31:09 /api/v1/auth/me .................................................................... ~ 512.65ms
  2026-07-13 06:31:41 /api/v1/auth/me ...................................................................... ~ 1.04ms
  2026-07-13 06:31:41 /api/v1/auth/me .................................................................... ~ 515.85ms
  2026-07-13 06:31:44 /api/v1/auth/me .................................................................... ~ 518.88ms
  2026-07-13 06:31:44 /api/v1/auth/me .................................................................... ~ 520.60ms
  2026-07-13 06:33:50 /api/v1/auth/me .................................................................... ~ 511.77ms
  2026-07-13 06:33:50 /api/v1/auth/me ...................................................................... ~ 0.66ms
  2026-07-13 06:33:52 /api/v1/auth/me .................................................................... ~ 517.40ms
  2026-07-13 06:33:53 /api/v1/auth/me .................................................................... ~ 506.79ms
  2026-07-13 06:34:34 /api/v1/public/cms/menus/main ...................................................... ~ 508.63ms
  2026-07-13 06:34:34 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:34:34 /api/v1/public/cms/pages/home ...................................................... ~ 511.17ms
  2026-07-13 06:34:36 /api/v1/public/business-units ...................................................... ~ 510.51ms
  2026-07-13 06:34:36 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:34:36 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:34:39 /api/v1/auth/me .................................................................... ~ 607.34ms
  2026-07-13 06:34:40 /api/v1/auth/me .......................................................................... ~ 1s
  2026-07-13 06:34:41 /api/v1/public/cms/menus/main ...................................................... ~ 568.87ms
  2026-07-13 06:34:41 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:34:42 /api/v1/public/cms/pages/home ...................................................... ~ 549.88ms
  2026-07-13 06:34:44 /api/v1/public/business-units ...................................................... ~ 514.07ms
  2026-07-13 06:34:44 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:34:44 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:34:47 /api/v1/auth/me ...................................................................... ~ 1.30ms
  2026-07-13 06:34:48 /api/v1/auth/me .................................................................... ~ 506.72ms
  2026-07-13 06:34:49 /api/v1/public/cms/menus/main ...................................................... ~ 513.56ms
  2026-07-13 06:34:49 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:34:49 /api/v1/public/cms/pages/home ........................................................ ~ 1.35ms
  2026-07-13 06:34:51 /api/v1/public/business-units ...................................................... ~ 538.56ms
  2026-07-13 06:34:51 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:34:51 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:34:55 /api/v1/auth/me .................................................................... ~ 519.30ms
  2026-07-13 06:34:56 /api/v1/auth/me .......................................................................... ~ 1s
  2026-07-13 06:34:57 /api/v1/public/cms/menus/main ...................................................... ~ 511.55ms
  2026-07-13 06:34:57 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:34:58 /api/v1/public/cms/pages/home ...................................................... ~ 513.50ms
  2026-07-13 06:35:00 /api/v1/public/business-units ...................................................... ~ 511.50ms
  2026-07-13 06:35:00 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:35:00 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:35:03 /api/v1/auth/me ...................................................................... ~ 0.93ms
  2026-07-13 06:35:03 /api/v1/auth/me .......................................................................... ~ 1s
  2026-07-13 06:35:05 /api/v1/public/cms/menus/main ...................................................... ~ 515.52ms
  2026-07-13 06:35:05 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:05 /api/v1/public/cms/pages/home ........................................................ ~ 0.81ms
  2026-07-13 06:35:07 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:07 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:35:07 /api/v1/public/cms/menus/main ............................................................ ~ 2s
  2026-07-13 06:35:11 /api/v1/auth/me .................................................................... ~ 517.12ms
  2026-07-13 06:35:12 /api/v1/auth/me .................................................................... ~ 527.26ms
  2026-07-13 06:35:14 /api/v1/public/cms/menus/main ...................................................... ~ 554.67ms
  2026-07-13 06:35:14 /api/v1/public/business-units ............................................................ ~ 2s
  2026-07-13 06:35:16 /api/v1/public/cms/pages/home ....................................................... ~ 12.82ms
  2026-07-13 06:35:18 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:18 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:35:18 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:35:21 /api/v1/auth/me .................................................................... ~ 530.04ms
  2026-07-13 06:35:21 /api/v1/auth/me .................................................................... ~ 516.43ms
  2026-07-13 06:35:23 /api/v1/public/cms/menus/main ...................................................... ~ 516.44ms
  2026-07-13 06:35:23 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:24 /api/v1/public/cms/pages/home ............................................................ ~ 1s
  2026-07-13 06:35:26 /api/v1/public/business-units ............................................................ ~ 2s
  2026-07-13 06:35:26 /api/v1/public/cms/pages/business-units .................................................. ~ 3s
  2026-07-13 06:35:26 /api/v1/public/cms/menus/main ............................................................ ~ 3s
  2026-07-13 06:35:32 /api/v1/auth/me ...................................................................... ~ 1.21ms
  2026-07-13 06:35:32 /api/v1/auth/me .................................................................... ~ 520.44ms
  2026-07-13 06:35:33 /api/v1/public/cms/menus/main ...................................................... ~ 528.16ms
  2026-07-13 06:35:33 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:35 /api/v1/public/cms/pages/home ...................................................... ~ 527.88ms
  2026-07-13 06:35:37 /api/v1/public/business-units ...................................................... ~ 544.51ms
  2026-07-13 06:35:37 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:35:37 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:35:40 /api/v1/auth/me ...................................................................... ~ 1.23ms
  2026-07-13 06:35:40 /api/v1/auth/me .................................................................... ~ 504.72ms
  2026-07-13 06:35:41 /api/v1/public/cms/menus/main ........................................................ ~ 0.90ms
  2026-07-13 06:35:41 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:43 /api/v1/public/cms/pages/home ............................................................ ~ 1s
  2026-07-13 06:35:44 /api/v1/public/business-units ...................................................... ~ 503.02ms
  2026-07-13 06:35:44 /api/v1/public/cms/pages/business-units ............................................ ~ 507.67ms
  2026-07-13 06:35:45 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:35:47 /api/v1/auth/me .................................................................... ~ 513.77ms
  2026-07-13 06:35:48 /api/v1/auth/me ...................................................................... ~ 0.93ms
  2026-07-13 06:35:49 /api/v1/public/cms/menus/main ...................................................... ~ 518.27ms
  2026-07-13 06:35:49 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:50 /api/v1/public/cms/pages/home ........................................................ ~ 0.81ms
  2026-07-13 06:35:51 /api/v1/public/business-units ...................................................... ~ 515.26ms
  2026-07-13 06:35:51 /api/v1/public/cms/pages/business-units ............................................ ~ 519.17ms
  2026-07-13 06:35:51 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:35:54 /api/v1/auth/me .................................................................... ~ 512.79ms
  2026-07-13 06:35:54 /api/v1/auth/me .................................................................... ~ 522.88ms
  2026-07-13 06:35:56 /api/v1/public/cms/menus/main ...................................................... ~ 509.65ms
  2026-07-13 06:35:56 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:35:57 /api/v1/public/cms/pages/home ........................................................ ~ 0.78ms
  2026-07-13 06:35:59 /api/v1/public/business-units ...................................................... ~ 517.20ms
  2026-07-13 06:35:59 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:35:59 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:36:02 /api/v1/auth/me ...................................................................... ~ 0.90ms
  2026-07-13 06:36:02 /api/v1/auth/me .................................................................... ~ 513.94ms
  2026-07-13 06:36:03 /api/v1/public/cms/menus/main ...................................................... ~ 502.12ms
  2026-07-13 06:36:03 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:36:04 /api/v1/public/cms/pages/home ...................................................... ~ 526.33ms
  2026-07-13 06:36:05 /api/v1/public/business-units ...................................................... ~ 510.15ms
  2026-07-13 06:36:05 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:36:05 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:36:09 /api/v1/auth/me .................................................................... ~ 513.85ms
  2026-07-13 06:36:09 /api/v1/auth/me .................................................................... ~ 553.90ms
  2026-07-13 06:36:10 /api/v1/public/cms/menus/main ...................................................... ~ 510.84ms
  2026-07-13 06:36:10 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:36:11 /api/v1/public/cms/pages/home ...................................................... ~ 512.38ms
  2026-07-13 06:36:12 /api/v1/public/business-units ........................................................ ~ 1.27ms
  2026-07-13 06:36:12 /api/v1/public/cms/pages/business-units ............................................ ~ 522.11ms
  2026-07-13 06:36:12 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:36:16 /api/v1/auth/me ...................................................................... ~ 2.35ms
  2026-07-13 06:36:16 /api/v1/auth/me .................................................................... ~ 513.44ms
  2026-07-13 06:36:17 /api/v1/public/cms/menus/main ...................................................... ~ 522.18ms
  2026-07-13 06:36:17 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:36:18 /api/v1/public/cms/pages/home ...................................................... ~ 507.64ms
  2026-07-13 06:36:20 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:36:20 /api/v1/public/cms/pages/business-units .................................................. ~ 1s
  2026-07-13 06:36:20 /api/v1/public/cms/menus/main ............................................................ ~ 1s
  2026-07-13 06:36:23 /api/v1/auth/me .................................................................... ~ 608.05ms
  2026-07-13 06:36:24 /api/v1/auth/me .................................................................... ~ 601.31ms
  2026-07-13 06:37:55 /api/v1/public/business-units ............................................................ ~ 1s
  127.0.0.1:56852 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-07-13 06:37:55 .......................................................................................... ~ 1s
  2026-07-13 06:43:56 /api/v1/health ..................................................................... ~ 512.80ms
  2026-07-13 06:43:57 /api/v1/public/cms/menus/main ...................................................... ~ 512.65ms
  2026-07-13 06:43:57 /api/v1/public/business-units ...................................................... ~ 517.39ms
  2026-07-13 06:43:57 /api/v1/public/cms/pages/home ...................................................... ~ 509.80ms
  2026-07-13 06:43:58 /api/v1/public/business-units/dates ................................................ ~ 503.49ms
  2026-07-13 06:43:59 /api/v1/public/business-units/oils ................................................. ~ 515.40ms
  2026-07-13 06:43:59 /api/v1/public/real-estate/real-estate/projects .................................... ~ 513.11ms
  2026-07-13 06:43:59 /api/v1/public/real-estate/real-estate/units ............................................. ~ 1s
  2026-07-13 06:44:01 /api/v1/auth/login ................................................................. ~ 514.05ms
  2026-07-13 06:44:06 /api/v1/health ..................................................................... ~ 502.98ms
  2026-07-13 06:44:06 /api/v1/public/cms/menus/main ...................................................... ~ 516.04ms
  2026-07-13 06:44:06 /api/v1/public/business-units ...................................................... ~ 519.55ms
  2026-07-13 06:44:07 /api/v1/public/cms/pages/home ...................................................... ~ 514.58ms
  2026-07-13 06:44:07 /api/v1/public/business-units/dates ................................................ ~ 512.14ms
  2026-07-13 06:44:08 /api/v1/public/business-units/oils ................................................. ~ 522.76ms
  2026-07-13 06:44:08 /api/v1/public/real-estate/real-estate/projects ...................................... ~ 0.82ms
  2026-07-13 06:44:08 /api/v1/public/real-estate/real-estate/units ....................................... ~ 542.55ms
  2026-07-13 06:44:09 /api/v1/auth/login ................................................................. ~ 520.45ms
  2026-07-13 06:44:39 /api/v1/auth/login ................................................................. ~ 502.43ms
  2026-07-13 06:45:17 /api/v1/auth/login ....................................................................... ~ 1s
  2026-07-13 06:45:19 /api/v1/health ....................................................................... ~ 0.86ms
  2026-07-13 06:45:32 /api/v1/public/business-units ...................................................... ~ 502.51ms
  2026-07-13 06:45:54 /api/v1/public/business-units ...................................................... ~ 501.25ms
  2026-07-13 06:46:10 /api/v1/health ..................................................................... ~ 513.18ms
  2026-07-13 06:46:10 /api/v1/auth/me ...................................................................... ~ 0.82ms
  2026-07-13 06:46:11 /api/v1/public/business-units ...................................................... ~ 504.31ms
  2026-07-13 06:46:11 /api/v1/public/cms/menus/main ...................................................... ~ 511.92ms
  2026-07-13 06:46:11 /api/v1/public/cms/pages/home ........................................................ ~ 0.80ms
  2026-07-13 06:46:12 /api/v1/public/oils/products ....................................................... ~ 506.00ms
  2026-07-13 06:46:12 /api/v1/public/dates/products ...................................................... ~ 508.78ms
  2026-07-13 06:46:12 /api/v1/public/real-estate/real-estate/projects ...................................... ~ 0.77ms
  2026-07-13 06:46:13 /api/v1/public/import-export/services .............................................. ~ 511.45ms
  2026-07-13 06:46:13 /api/v1/cms/pages .................................................................... ~ 0.73ms
  2026-07-13 06:46:13 /api/v1/business-units ............................................................. ~ 507.19ms
  2026-07-13 06:46:14 /api/v1/public/cms/menus/main ...................................................... ~ 511.07ms
  2026-07-13 06:46:14 /api/v1/public/business-units ............................................................ ~ 1s
  2026-07-13 06:46:14 /api/v1/public/cms/pages/home ........................................................ ~ 0.79ms
  2026-07-13 06:46:15 /api/v1/public/business-units ........................................................ ~ 0.93ms
  2026-07-13 06:46:15 /api/v1/public/cms/pages/business-units ............................................ ~ 512.73ms
  2026-07-13 06:46:15 /api/v1/public/cms/menus/main ...................................................... ~ 516.70ms
  2026-07-13 06:46:16 /api/v1/public/business-units/oils ................................................... ~ 1.34ms
  2026-07-13 06:46:16 /api/v1/public/cms/business-units/oils/page ........................................ ~ 514.54ms
  2026-07-13 06:46:17 /api/v1/public/oils/products ....................................................... ~ 508.00ms
  2026-07-13 06:46:17 /api/v1/public/oils/collections ...................................................... ~ 0.74ms
  2026-07-13 06:46:17 /api/v1/public/business-units/dates .................................................. ~ 0.95ms
  2026-07-13 06:46:18 /api/v1/public/cms/business-units/dates/page ....................................... ~ 508.20ms
  2026-07-13 06:46:18 /api/v1/public/dates/products ........................................................ ~ 0.80ms
  2026-07-13 06:46:18 /api/v1/public/dates/collections ................................................... ~ 530.51ms
  2026-07-13 06:46:19 /api/v1/public/business-units/real-estate .......................................... ~ 513.91ms
  2026-07-13 06:46:19 /api/v1/public/cms/business-units/real-estate/page ................................. ~ 512.30ms
  2026-07-13 06:46:20 /api/v1/public/business-units/import-export ........................................ ~ 507.73ms
  2026-07-13 06:46:20 /api/v1/public/cms/business-units/import-export/page ................................. ~ 0.87ms
  2026-07-13 06:47:50 /api/v1/public/business-units/dates ................................................ ~ 538.02ms
  2026-07-13 06:47:50 /api/v1/public/business-units/dates ...................................................... ~ 1s
  2026-07-13 06:47:50 /api/v1/public/business-units/dates ...................................................... ~ 1s
  2026-07-13 06:47:50 /api/v1/public/business-units/dates ...................................................... ~ 2s
  2026-07-13 06:47:50 /api/v1/public/business-units/dates ...................................................... ~ 2s
  2026-07-13 06:47:50 /api/v1/public/business-units/dates ...................................................... ~ 3s
  2026-07-13 06:47:53 /api/v1/public/cms/business-units/dates/page ....................................... ~ 521.71ms
  2026-07-13 06:47:53 /api/v1/public/cms/business-units/dates/page ....................................... ~ 525.78ms
  2026-07-13 06:47:53 /api/v1/public/cms/business-units/dates/page ....................................... ~ 508.99ms
  2026-07-13 06:47:54 /api/v1/public/cms/business-units/dates/page ............................................. ~ 1s
  2026-07-13 06:47:54 /api/v1/public/cms/business-units/dates/page ....................................... ~ 520.94ms
  2026-07-13 06:47:54 /api/v1/public/cms/business-units/dates/page ....................................... ~ 514.00ms
  2026-07-13 06:47:55 /api/v1/public/dates/products ............................................................ ~ 1s
  2026-07-13 06:47:55 /api/v1/public/dates/products ............................................................ ~ 1s
  2026-07-13 06:47:56 /api/v1/public/dates/products ...................................................... ~ 515.79ms
  2026-07-13 06:47:56 /api/v1/public/dates/products ...................................................... ~ 512.45ms
  2026-07-13 06:47:56 /api/v1/public/dates/products ............................................................ ~ 1s
  2026-07-13 06:47:57 /api/v1/public/dates/products ............................................................ ~ 1s
  2026-07-13 06:47:57 /api/v1/public/dates/collections ................................................... ~ 552.76ms
  2026-07-13 06:47:57 /api/v1/public/dates/collections ................................................... ~ 509.46ms
  2026-07-13 06:47:58 /api/v1/public/dates/collections ......................................................... ~ 1s
  2026-07-13 06:47:58 /api/v1/public/dates/collections ................................................... ~ 518.90ms
  2026-07-13 06:47:59 /api/v1/public/dates/collections ................................................... ~ 528.01ms
  2026-07-13 06:47:59 /api/v1/public/dates/collections ......................................................... ~ 1s
  2026-07-13 06:49:52 /api/v1/public/business-units ...................................................... ~ 514.59ms
  2026-07-13 07:02:02 /api/v1/public/business-units/dates ................................................ ~ 522.28ms
  2026-07-13 07:02:02 /api/v1/public/business-units/dates ...................................................... ~ 1s
  2026-07-13 07:02:03 /api/v1/public/business-units/dates ................................................ ~ 512.48ms
  2026-07-13 07:02:04 /api/v1/public/cms/business-units/dates/page ............................................. ~ 1s
  2026-07-13 07:02:05 /api/v1/public/dates/products ...................................................... ~ 501.74ms
  2026-07-13 07:02:06 /api/v1/public/dates/collections ................................................... ~ 517.95ms
  2026-07-13 07:05:02 /api/v1/public/dates/products ...................................................... ~ 515.37ms
  2026-07-13 07:05:03 /api/v1/public/dates/products ...................................................... ~ 507.70ms
  2026-07-13 07:09:23 /api/v1/public/business-units ...................................................... ~ 515.60ms
  127.0.0.1:63926 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-07-13 07:09:23 .................................................................................... ~ 521.18ms
  2026-07-13 07:10:11 /api/v1/public/business-units/dates .................................................. ~ 0.97ms
  2026-07-13 07:10:12 /api/v1/public/cms/business-units/dates/page ....................................... ~ 515.01ms
  2026-07-13 07:10:12 /api/v1/public/dates/products ...................................................... ~ 512.93ms
  2026-07-13 07:10:12 /api/v1/public/dates/collections ..................................................... ~ 0.70ms
  2026-07-13 07:10:15 /api/v1/public/dates/products ...................................................... ~ 502.49ms
  2026-07-13 07:10:15 /api/v1/public/dates/categories .......................................................... ~ 1s
  2026-07-13 07:10:15 /api/v1/public/dates/brands .............................................................. ~ 1s
  2026-07-13 07:10:15 /api/v1/public/business-units/dates ...................................................... ~ 1s
  2026-07-13 07:10:21 /api/v1/public/business-units/dates .................................................. ~ 1.63ms
  2026-07-13 07:10:25 /api/v1/public/business-units/dates .................................................. ~ 9.89ms
  2026-07-13 07:10:26 /api/v1/public/business-units/dates ................................................ ~ 506.65ms
  2026-07-13 07:10:27 /api/v1/public/cms/business-units/dates/page ....................................... ~ 515.92ms
  2026-07-13 07:10:27 /api/v1/public/dates/products ........................................................ ~ 1.14ms
  2026-07-13 07:10:27 /api/v1/public/dates/collections ................................................... ~ 508.50ms
  2026-07-13 07:10:30 /api/v1/public/business-units/oils ................................................. ~ 506.96ms
  2026-07-13 07:10:30 /api/v1/public/cms/business-units/oils/page ........................................ ~ 512.46ms
